Depression Item Bank, 15 items, API settings with Best Health rule at 3 items.
 Settings: min/max Theta = -/+4, 81 quadpts; all responses = 1 [min score]; min/max items = 4 and 8; maxSD = 0.3; muEAP=0; sdEAP=1
adminOrder	 0 	startTheta	 0 
adminOrder	 0 	StartSE	 1 
adminOrder	 0 	currentProbGrid	 0.0001338302 0.0001986555 0.0002919469 0.0004247803 0.0006119019 0.0008726827 0.001232219 0.001722569 0.002384088 0.003266819 0.004431848 0.005952532 0.007915452 0.01042093 0.01358297 0.0175283 0.02239453 0.02832704 0.03547459 0.0439836 0.05399097 0.06561581 0.07895016 0.09404908 0.1109208 0.1295176 0.1497275 0.1713686 0.1941861 0.2178522 0.2419707 0.2660852 0.2896916 0.3122539 0.3332246 0.3520653 0.3682701 0.3813878 0.3910427 0.3969525 0.3989423 0.3969525 0.3910427 0.3813878 0.3682701 0.3520653 0.3332246 0.3122539 0.2896916 0.2660852 0.2419707 0.2178522 0.1941861 0.1713686 0.1497275 0.1295176 0.1109208 0.09404908 0.07895016 0.06561581 0.05399097 0.0439836 0.03547459 0.02832704 0.02239453 0.0175283 0.01358297 0.01042093 0.007915452 0.005952532 0.004431848 0.003266819 0.002384088 0.001722569 0.001232219 0.0008726827 0.0006119019 0.0004247803 0.0002919469 0.0001986555 0.0001338302
adminOrder	 1 	itemInfo	 20.82141 13.92728 15.04682 18.1461 24.96608 15.03781 32.73777 14.52491 9.195959 12.32293 10.95942 15.82334 13.59399 23.57482 14.70634 
adminOrder	 1 	ItemAdmin	 7 
adminOrder	 1 	Score	 1 
adminOrder	 1 	InterimTheta	 -0.8033491 
adminOrder	 1 	InterimSE	 0.659421 
adminOrder	 1 	currentProbGrid	 0.0001338302 0.0001986555 0.0002919469 0.0004247802 0.0006119018 0.0008726823 0.001232218 0.001722567 0.002384085 0.003266811 0.004431832 0.005952499 0.007915383 0.01042079 0.01358269 0.01752774 0.02239342 0.02832487 0.03547041 0.04397559 0.05397579 0.06558734 0.07889728 0.09395185 0.1107439 0.1291989 0.1491595 0.170367 0.1924394 0.2148416 0.2368467 0.2574852 0.2754859 0.2892282 0.2967513 0.2959141 0.2848279 0.2626118 0.2302591 0.1910225 0.1497332 0.1112053 0.07872746 0.05353115 0.03522237 0.02257093 0.01415707 0.008723341 0.005294141 0.003170114 0.001875137 0.0010965 0.0006341983 0.000362934 0.0002055472 0.0001152228 6.393642e-05 3.512104e-05 1.909908e-05 1.02824e-05 5.480504e-06 2.891979e-06 1.51085e-06 7.814497e-07 4.001617e-07 2.028736e-07 1.018291e-07 5.060277e-08 2.489623e-08 1.212689e-08 5.848203e-09 2.792237e-09 1.319894e-09 6.177076e-10 2.862094e-10 1.312931e-10 5.962889e-11 2.681197e-11 1.193597e-11 5.260704e-12 2.295551e-12
adminOrder	 2 	itemInfo	 7.157338 4.04979 3.57156 3.749489 4.493629 3.619252 8.606447 4.291996 2.941145 3.013113 2.786103 2.299606 5.067124 1.970002 3.832075 
