adminOrder	 0 	startTheta	 0 
adminOrder	 0 	StartSE	 3 
adminOrder	 0 	currentProbGrid	 0.01799699 0.019227 0.02051827 0.02187194 0.02328903 0.02477039 0.02631672 0.02792853 0.02960615 0.03134969 0.03315905 0.03503388 0.03697361 0.03897741 0.04104417 0.04317253 0.04536083 0.04760712 0.04990916 0.05226441 0.05467002 0.05712286 0.05961947 0.0621561 0.06472868 0.0673329 0.0699641 0.07261739 0.07528761 0.07796933 0.08065691 0.08334447 0.08602594 0.08869508 0.09134549 0.09397063 0.09656385 0.09911845 0.1016276 0.1040846 0.1064827 0.108815 0.1110749 0.1132558 0.1153513 0.1173551 0.1192611 0.1210635 0.1227567 0.1243353 0.1257944 0.1271293 0.1283356 0.1294096 0.1303476 0.1311466 0.1318039 0.1323175 0.1326856 0.1329069 0.1329808 0.1329069 0.1326856 0.1323175 0.1318039 0.1311466 0.1303476 0.1294096 0.1283356 0.1271293 0.1257944 0.1243353 0.1227567 0.1210635 0.1192611 0.1173551 0.1153513 0.1132558 0.1110749 0.108815 0.1064827 0.1040846 0.1016276 0.09911845 0.09656385 0.09397063 0.09134549 0.08869508 0.08602594 0.08334447 0.08065691 0.07796933 0.07528761 0.07261739 0.0699641 0.0673329 0.06472868 0.0621561 0.05961947 0.05712286 0.05467002 0.05226441 0.04990916 0.04760712 0.04536083 0.04317253 0.04104417 0.03897741 0.03697361 0.03503388 0.03315905 0.03134969 0.02960615 0.02792853 0.02631672 0.02477039 0.02328903 0.02187194 0.02051827 0.019227 0.01799699
adminOrder	 1 	itemInfo	 11.55073 8.474807 9.250357 10.82807 14.84444 9.716849 18.05333 8.455236 6.047862 8.329015 7.011863 10.60781 8.21415 16.48751 9.197388 
adminOrder	 1 	ItemAdmin	 7 
adminOrder	 1 	Score	 3 
adminOrder	 1 	InterimTheta	 0.9876893 
adminOrder	 1 	InterimSE	 0.4739397 
adminOrder	 1 	currentProbGrid	 6.297924e-15 1.038771e-14 1.711431e-14 2.816543e-14 4.630107e-14 7.602966e-14 1.247075e-13 2.04324e-13 3.343981e-13 5.466705e-13 8.926987e-13 1.456135e-12 2.372552e-12 3.861424e-12 6.277642e-12 1.019443e-11 1.653663e-11 2.679467e-11 4.33678e-11 7.011383e-11 1.13229e-10 1.826538e-10 2.943184e-10 4.73722e-10 7.616354e-10 1.223174e-09 1.962215e-09 3.14429e-09 5.032873e-09 8.046866e-09 1.285154e-08 2.050221e-08 3.267111e-08 5.200492e-08 8.268798e-08 1.313281e-07 2.083485e-07 3.30172e-07 5.226456e-07 8.26402e-07 1.305245e-06 2.059251e-06 3.245207e-06 5.108463e-06 8.032515e-06 1.261607e-05 1.97927e-05 3.101619e-05 4.854752e-05 7.589764e-05 0.0001185095 0.0001848048 0.0002877816 0.0004474389 0.0006944152 0.001075367 0.001660724 0.002555426 0.003912767 0.005949913 0.008959917 0.0133078 0.01938793 0.0275133 0.03772461 0.049572 0.06201423 0.07358503 0.08279513 0.08852231 0.09016997 0.08761955 0.08115702 0.07148114 0.05972293 0.0473115 0.03563521 0.02567326 0.01783256 0.01204078 0.007961432 0.005185395 0.003341478 0.00213709 0.001359479 0.0008614322 0.0005442388 0.0003430482 0.000215824 0.0001355633 8.502745e-05 5.326001e-05 3.331967e-05 2.081991e-05 1.299419e-05 8.100666e-06 5.044279e-06 3.137532e-06 1.949351e-06 1.209781e-06 7.499614e-07 4.643948e-07 2.87245e-07 1.774739e-07 1.095301e-07 6.752274e-08 4.157993e-08 2.557613e-08 1.57146e-08 9.644711e-09 5.912791e-09 3.620873e-09 2.214887e-09 1.353341e-09 8.260003e-10 5.035826e-10 3.066752e-10 1.865538e-10 1.133567e-10 6.880299e-11 4.171431e-11
adminOrder	 2 	itemInfo	 2.57102 1.911659 2.300382 2.943827 4.122585 2.274568 4.61611 1.994586 1.218366 1.870284 1.657973 2.975672 1.613663 5.15039 2.12508 
adminOrder	 2 	ItemAdmin	 14 
adminOrder	 2 	Score	 2 
adminOrder	 2 	InterimTheta	 0.8926244 
adminOrder	 2 	InterimSE	 0.3003673 
adminOrder	 2 	currentProbGrid	 1.165646e-27 3.001445e-27 7.719898e-27 1.9834e-26 5.090101e-26 1.304848e-25 3.341266e-25 8.546327e-25 2.183561e-24 5.57274e-24 1.420658e-23 3.617662e-23 9.202031e-23 2.338067e-22 5.934e-22 1.504373e-21 3.809616e-21 9.636607e-21 2.434919e-20 6.145574e-20 1.54938e-19 3.901851e-19 9.815239e-19 2.466315e-18 6.190329e-18 1.552016e-17 3.886837e-17 9.723303e-17 2.429678e-16 6.064586e-16 1.512067e-15 3.765808e-15 9.368343e-15 2.32801e-14 5.778621e-14 1.432784e-13 3.548581e-13 8.779013e-13 2.169469e-12 5.355227e-12 1.320439e-11 3.252176e-11 8.000994e-11 1.966192e-10 4.826335e-10 1.183352e-09 2.898065e-09 7.089074e-09 1.731974e-08 4.226082e-08 1.029766e-07 2.505422e-07 6.085105e-07 1.474857e-06 3.565288e-06 8.589019e-06 2.059426e-05 4.905236e-05 0.0001157198 0.0002692015 0.0006135713 0.00135762 0.002879947 0.005764536 0.01068814 0.01801675 0.02718134 0.03633882 0.04289661 0.04475834 0.04140778 0.03409466 0.02509687 0.0166116 0.009964486 0.005471943 0.002784878 0.001331609 0.0006064317 0.0002662955 0.0001138989 4.782073e-05 1.981979e-05 8.140984e-06 3.322873e-06 1.350169e-06 5.467822e-07 2.208668e-07 8.903412e-08 3.582911e-08 1.439667e-08 5.7769e-09 2.31512e-09 9.266662e-10 3.704765e-10 1.479435e-10 5.901146e-11 2.351181e-11 9.357243e-12 3.719837e-12 1.477118e-12 5.858984e-13 2.321379e-13 9.187276e-14 3.631988e-14 1.434232e-14 5.657331e-15 2.229057e-15 8.772998e-16 3.448994e-16 1.354422e-16 5.312921e-17 2.081757e-17 8.147869e-18 3.185485e-18 1.244012e-18 4.852784e-19 1.890927e-19 7.359973e-20 2.861507e-20 1.111299e-20
